COD	CLASSE	AN	A1	A2	A3	A4	B1	B2	B3	B4
C054	A	7,3	9,1	6,8	6,7	6,6	0	0	0	0
C056	A	8	8,3	7,2	6,5	10	0	0	0	0
C055	A	9,1	9,9	9,3	8,4	9	0	0	0	0
C177	RN	0					0	0	0	0
C057	A	7,4	8,3	9	8,4	4,2	2	0	0	2
C052	A	5,8	7,8	5,2	5,6	7	0	0	0	0
C058	A	5,2	7,7	4,3	6,3	5,8	4	0	2	6
C044	A	7	6,9	4	7,1	10	0	0	0	0
C037	A	9,3					0	0	0	0
C059	A	7,4	8,5	9,5	7,8	4	0	0	0	0
C043	A	10					0	0	0	0
C013	A	7,3	7,2	5,9	9,3	6,8	0	0	0	0
C061	A	7,1	9	4,6	7,5	4,8	0	2	0	4
C062	A	5	4	4	4	4	0	0	0	0
C106	A	5,4	7	2,7	7,7	6,3	0	0	0	0
C063	A	8,9	6,1	9,7	10	10	2	4	6	4
C064	A	7,9	9,4	8,7	7,7	5,8	0	1	2	4
C066	A	5,8	7,6	7,1	6,5	5,2	0	2	2	6
C053	A	7,8	7,3	8,4	6,6	7,8	0	0	0	0
C054	A	8,4	7,5	9,4			0	0	0	0
C055	A	9,6	9,5	9,8			0	0	0	0
C039	A	7,2	7,2				0	0	0	0
C042	A	6	7,2	5,1			0	0	0	0
C056	A	5,1	6,3	4			0	0	0	0
C004	A	7,9	7,5	7,7	8,3	6,8	2	0	0	0
C012	A	7	6,6	6,1	9,1	5	0	0	0	0
C057	A	8	6,8	8,8	7,5	7,5	0	0	0	0
C052	RN	3,5	6,8	5,1	6,3	6,3	2	0	0	0
C058	A	7,5	5,6	6,5	9,5	7	0	0	0	0
C044	A	6,5	6,3	7,2	5,1	6	0	0	0	0
C059	A	7,6	7,8	7,5	6,8	7	0	0	0	0
C037	A	6,5	6,1	6			0	0	0	0
C043	A	5,5	6,7	6,3			0	0	0	0
C013	A	7,8	7,5	4	10	10	0	0	0	0
C014	A	7,7	4,9	8,8	8,6	8,5	0	0	0	0
C015	A	7,5	8	8,2	8	6	2	0	0	0
C016	A	7	4	4	10	10	0	0	0	0
C017	A	8,5	9,5	8	10	6,5	4	0	0	0
C018	A	7	6,3	7,5	7,6	6,6	0	0	0	0
C019	A	8,3	10	9,2	9	5,2	4	2	0	2
C052	A	7	7,3	6,8	4,5	9,7	4	0	0	0
C029	A	10	10	10	10	10	0	0	0	0
C030	A	7,3	7	8,5	8	6	0	0	0	0
C031	A	8,8	8,8	9	10	7,5	0	0	0	0
C032	A	8	8,6	8,7	8,1	6,7	2	0	0	0
C033	A	7,2	7,5	6	8,5	7	0	0	0	0
C034	A	7,3	7,2	7,3	4,9	10	0	0	2	0
C035	A	7,5	6,5	8,5	9,1	6	0	0	0	0
C036	A	7,9	9,8	10	7,5	4,5	0	0	0	0
C045	A	8,2	10	10	10	3	0	0	0	0
C046	RF	0	0	0	0	0	0	0	6	18
C047	A	7,3	6,6	8,6	7,8	6,4	0	0	0	2
C049	A	8,1	7,5	9	8	8	0	0	0	0
C048	A	7,3	4,5	9	7,8	7,9	0	0	0	2
C046	A	6,5	0	0	0	0	0	0	0	0
C001	A	7	4,5	6,5	7,2	8,6	0	0	0	0
C153	RN	3,5	3,5	2,5	4,5	4,5	0	0	0	0
C154	RN	2,3	1,1	2,8	5,6	7,5	0	0	0	0
C155	A	5	2,3	4,2	9	7,4	0	0	0	0
C156	A	5,3	0,5	5	8,5	7,5	0	0	0	0
C004	A	7,5	7,6	7,7	8,4	4,5	0	0	0	0
C006	A	7,9	8,5	7,5	8	6,5	0	2	0	2
C007	A	7,3	5,5	5,6	9	7,3	0	0	6	0
C042	A	7,7	8,51	7,55	8,99	5,95	0	0	0	0
C012	A	7,4	8,7	9,3	8,8	1	0	2	2	8
C053	A	8,4	9,5	7,5	8	7,5	0	0	0	0
C054	A	7,8	9,2	8,5	9,5	4,2	0	0	0	0
C056	A	9	8,1	8,4	9,5	10	0	0	0	0
C055	A	9	8,4	9,5	8,2	10	0	0	0	1
C177	RN	1,2					0	0	0	0
C057	A	7,3	5,9	9,9	7,9	4,6	2	6	6	2
C052	A	7,8	7	6,7	7,6	9,4	0	0	0	0
C058	A	7,1	5,6	4,1	9	9	0	2	6	4
C044	A	7,2	7,6	9,7	6,8	4	0	0	0	0
C037	A	7					0	0	0	0
C059	A	8,3	8,3	8	9	7	0	0	0	0
C043	A	6,4					0	0	0	0
C013	A	7,6	7,4	8,4	8,2	6,4	0	0	0	0
C061	A	7,2	7	6,3	8	7,5	0	2	0	0
C062	RN	2	2	2	2	2	0	0	0	0
C106	A	7,5	9	4,7	8	8,6	0	0	0	0
C063	A	7,5	6,2	8,8	5	10	0	2	2	0
C064	A	7,3	8,2	9,4	8,8	2,8	0	2	0	10
C066	A	7,4	10	6,7	3,8	6,1	0	0	4	2
C107	A	6,8	10	10	7	0	0	0	0	0
C029	A	A				A	0	0	0	0
C018	A	6,5	10	9,6	4,2	2,1	0	6	2	10
C032	A	6,4	9,1	7,4	5,9	3	0	0	2	2
C062	A	6,4	8,54	6,08	7,03	4	2	2	4	4
C108	A	6,1	9	8,6	5	1,8	0	0	0	0
C110	A	7,7	5	5	7,8	10	0	0	0	0
C336	A	6,3	5,7	6,7	9,6	3,3	0	4	2	0
C113	A	7,8	8,28	6,1	8,89	8	8	8	0	0
C109	A	7,6	4,06	8,82	9,5	8	14	2	6	8
C364	A	8,6	7	8	10	9,5	4	0	0	0
C337	A	7,2	8,16	5,7	5,2	9,8	2	0	0	0
C079	A	7	8,8	6,3	8,05	5	2	2	4	6
C114	RN	0	0	0	0	0	10	10	6	6
C115	RN	R				R	0	0	0	0
C116	RN	0	0	0	0	0	10	10	14	6
C016	RF	0	0	0	0	0	16	20	18	18
C002	A	7	5	4,5	8,5	10	0	0	0	0
C153	A	7,4	10	5,8	7,5	5,3	0	0	0	0
C157	A	5	8,3	5,5	4	8	0	0	0	0
C158	A	7,4	8	6,7	7,7	6	0	0	0	0
C159	RN	3,5	8,3	2	4,2	4,5	0	0	0	0
C003	A	5,5	7,2	6,6	5,1	5,8	0	0	0	0
C160	A	5	3,5	8	6,4	7,8	0	0	0	0
C161	RF	0					0	0	0	0
C162	A	5	4,4	4,5	3,5	6,8	0	0	0	0
C163	RN	4,4	5,5	5	6,5	8,4	0	0	0	0
C164	A	7	2,9	8,6	7,2	9,3	0	0	0	0
C165	A	7,8	5	9,2	8	9	0	0	0	0
C166	A	7,5	7,9	6,1	7,6	8,2	0	0	0	0
C167	A	5,4	1,5	6,2	5,3	7,1	0	0	0	0
C168	A	5	3,8	6,9	6	5	0	0	0	0
C154	C		3,5	1,8			0	0	0	0
C169	A	7,2	7,9	5,8	5,2	9,8	0	0	0	0
C163	A	8	7,9	7,2	7,2	9,8	0	0	0	0
C180	RN	3	6,9	5,6	4,9	5,8	0	0	0	0
C005	C		2,8	3,7			0	0	0	0
C134	T	 	7,8	7,1	8,5	3	0	0	0	0
C135	T	 	4,2	4,2	4,7	7,5	0	0	0	0
C136	T	 	2	1,8	0	0	0	0	0	0
C138	T	 	5,1	5,6	6,9	4,5	0	0	0	0
C139	T	 	2,5	3,5	4,9	9	0	0	0	0
C141	T	 					0	0	0	0
C146	T	 	6,7	3,8	4,9	7,3	0	0	0	0
C149	T	 	1,8	5,5	8,5	8,9	0	0	0	0
C149	A	6,5	1,8	5,5	8,5	8,9	0	0	0	0
C134	A	6,8	7,8	7,1	8,5	3	0	0	0	0
C135	A	5	4,2	4,2	4,7	7,5	0	0	0	0
C136	RF	0,9	2	1,8	0	0	0	0	0	0
C138	A	5	5,1	5,6	6,9	4,5	0	0	0	0
C139	RN	3,2	2,5	3,5	4,9	9	0	0	0	0
C141	RF	0					0	0	0	0
C146	A	5,8	6,7	3,8	4,9	7,3	0	0	0	0
C342	A	7,1	5,2	5	7,4	9,1	0	0	0	0
C145	A	7,8	6,4	9	6,2	9	0	0	0	0
C147	A	8,9	9,3	8,5	8	9,5	0	0	0	0
C148	A	7,5	6	8	8	7,5	0	0	0	0
C150	A	7,6	7	8	6,5	8,5	0	0	0	0
C151	A	8,1	7,1	7,8	8	9	0	0	0	0
C046	A	7,6				7,6	0	0	0	0
C136	A	5,8	2	1,8	0	0	14	2	4	4
C141	A	0					0	0	0	0
C130	A	6,9					0	0	0	0
C139	A	6,1					0	0	0	0
C009	A	7,2	6	7,7	8,8	6,4	14	2	0	4
C001	A	9	9,5	7,5	9	10	0	0	0	0
C002	A	8,2	8,2	9,8	8,5	5	0	0	0	0
C004	A	7,3	6,8	6,9	8	6,3	0	0	0	0
C005	A	7,4	7,1	7,6	4,9	8,8	0	0	0	0
C006	A	8,4	8,6	8,5	7,3	7,9	0	0	0	0
C007	A	7,8	8,2	7,1	8	6,6	0	0	0	0
C003	A	5	7,5	6,5	5,3	6,4	0	0	0	0
C160	A	5	6,7	6,8	7,2	5,3	0	0	0	0
C008	A	7,3	6	7,5	8,6	6	0	0	0	0
C057	A	6,2	5,6	5,1	6,5	7,6	0	0	0	0
C180	A	8	8	7,7	7	8,2	0	0	0	0
C123	A	8,1	6,9	9,2	8,7	7,6	0	0	0	0
C128	A	6,3	3,8	7,8	6,4	9	0	0	0	0
C129	RN	3,7	5,3	5	7,3	4,7	0	0	0	0
C122	A	5,4	4,8	6,1	4,7	9	0	0	0	0
C132	A	8,4	10	7	8,7	8,2	0	0	0	0
C133	A	8,5	10	7	8,6	8,6	0	0	0	0
C140	A	8,3	7,3	7,1	9	10	0	0	0	0
C134	A	9,1	9,3	9,8	8,2	9,4	0	0	0	0
C135	A	5,3	4	7,1	6	7,2	0	0	0	0
C136	RN	3,5	3	5,5	6,3	6	0	0	0	0
C137	A	5,4	2,5	9,5	4,2	5	0	0	0	0
C138	RN	4,1	6	6,9	7,1	3,3	0	0	0	0
C139	A	7,3	4,4	6,2	10	8,7	0	0	0	0
C141	RF	0					0	0	0	0
C146	A	7,1	5	6,2	8,9	8,6	0	0	0	0
C149	A	7,4	2,5	9,8	7,9	9,5	0	0	0	0
C028	A	7,5				7,5	0	0	0	0
C365	A	9,5				9,5	0	0	0	0
C144	A	7,8	8,8	9	8	5,7	0	0	0	0
C342	A	7	5,5	6,2	8,1	8,4	0	0	0	0
C145	A	7,8	9	9,5	3,4	9,4	0	0	0	0
C147	A	9	9,5	9	8	9,5	0	0	0	0
C150	A	7,4	6,6	8,3	6,5	8,3	0	0	0	0
C151	A	7,9	7,6	8,5	7	8,5	0	0	0	0
C046	A	9,9				9,9	0	0	0	0
C129	A	7,1	5,8	5,6	8,8	8,4	4	2	4	4
C136	A	7,1	3	5,5	6,3	6	4	3	4	6
C138	A	8,4	6	6,9	7,1	3,3	4	6	10	2
C141	A	0					0	0	0	0
C006	D	7,7					0	0	0	0
C004	A	8,3	8,4	7,9	9,7	5,5	0	0	0	0
C006	A	6,2	6,5	4,5	4	6,5	0	4	6	0
C007	A	7,6	7,5	8,5	7	6	0	2	6	6
C042	A	7,2	7,96	1,42	8,93	8,04	0	0	0	0
C012	A	7,2	7,7	7	7,5	5	4	4	2	0
C053	A	6,4	7,5	5	4,5	7,5	0	2	2	0
C054	A	6,8	7,8	1,2	5,9	8,2	0	0	0	0
C056	A	8,1	8,3	9,7	4,4	10	0	0	0	0
C055	A	8,6	7,9	7	9,5	10	0	0	0	1
C177	RN	0,8					0	0	0	0
C057	A	7,6	8,7	10	7,2	4,5	4	0	0	4
C052	A	7	9,4	4,9	5,4	8,3	0	0	0	0
C058	A	5,4	5,5	5,6	4,5	8,7	0	2	6	8
C044	A	7,6	8,1	7,7	6,9	7,9	0	0	0	0
C037	A	7,9					0	0	0	0
C059	A	7,5	7,7	7,6	7,7	7	0	0	0	0
C043	A	8,9					0	0	0	0
C013	A	5,4	6,2	6,5	5,6	5,2	0	0	0	0
C061	A	5,5	7,1	3,5	5,7	8,2	0	0	2	2
C062	A	8	8	8	8	8	0	0	0	0
C106	A	5,5	5,7	5,6	6,1	6,4	0	2	0	0
C063	RN	2,6	3,1	5,1	4,8	8,2	4	2	4	8
C064	A	5	5,5	5,7	2	5,9	0	6	4	0
C066	A	5,2	8,8	3,3	5,2	7,9	0	4	2	0
C107	A	6,5	9,9	4	8	4	0	0	0	0
C029	A	A				A	0	0	0	0
C018	A	7,9	8	8,2	7,8	7,6	0	6	2	2
C032	RN	5,6	4,6	4,4	6,5	7	4	2	0	2
C108	A	6,8	7,3	9	5	5,8	2	2	0	0
C109	A	6	8	6	5	5	0	0	0	0
C069	RF	0	0	0	0	0	30	38	32	36
C110	RN	4,6	3	5	4	5	0	0	0	0
C336	A	6,1	9,4	7,8	1,7	5,3	0	4	10	0
C113	A	9	9,2	8,7	9,2	9	2	10	4	0
C114	A	9	9	10	10	7	4	8	2	0
C032	RF	0,3	4,6	4,4	6,5	7	16	30	34	26
C364	A	9,3	8,7	9	10	9,4	6	0	6	0
C337	RF	1,6	0	4	0	0	4	0	8	20
C069	RF	0	0	0	0	0	34	36	32	30
C110	RN	0	3	5	4	5	2	2	0	0
C079	RN	4,3	5,5	4	3,9	3,7	4	2	6	4
C016	A	6,4	2	7,9	8,2	7,5	12	4	2	0
C032	RF	0	0	0	0	0	16	28	34	22
C117	RN	2,8	0	6,5	4,6	0	24	10	2	0
C076	RN	0					4	8	2	2
C078	RN	0	0	0	0	0	4	0	0	0
C118	RN	0	0	0	0	0	10	20	18	18
C079	RN	0	0	0			0	0	16	8
C080	RN	0	0	0			22	28	0	0
C250	A	6	4,2	6,9			28	8	0	0
C090	A	6,2	0	7,6			10	0	0	0
C085	RN	5					0	0	0	0
C190	A	6,4	1,2	7,3			12	0	0	0
C088	RN	0	0	0			20	12	0	0
C195	RN	4,1	3,9	4,2			4	4	0	0
C254	A	7	7	7			9	0	0	0
C191	A	7	3,96	7,12			8	4	0	0
C085	RN	2,4					0	0	0	0
C277	M						0	0	0	0
C085	M						0	0	0	0
C093	M						0	0	0	0
C111	A	10					0	0	0	0
C004	RN	2,1	3,4	3,4	3,4	5,1	0	0	2	0
C006	A	5,6	5,5	5	3,5	8	8	0	2	0
C007	RN	2	4,2	3	4,2	4	8	0	6	6
C042	A	6,6	6,79	7,37	7,4	5,4	0	0	0	0
C012	RN	2,1	2,1	5,1	6	2,1	6	2	2	6
C053	A	7,7	5	6,5	5,5	3,5	8	2	0	0
C054	A	7,3	7,1	5,2	9	8,1	0	0	0	0
C056	A	5,6	4,4	7,5	6,5	5,5	2	0	0	0
C055	A	7	6,1	7	7	7	2	0	1	1
C332	D	7					0	0	0	0
C103	D	5,6					0	0	0	0
C366	D	7					0	0	0	0
C101	D	5,7					0	0	0	0
C105	D	7					0	0	0	0
C367	D	7					0	0	0	0
C368	D	7,6					0	0	0	0
C112	D	7					0	0	0	0
C104	A	6,6					0	0	0	0
C177	RN	1,2					0	0	0	0
C059	A	7,3	8,6	7,5	8,7	4	2	0	0	0
C043	A	10					0	0	0	0
C057	A	5,7	3,3	2,7	6,9	5,7	4	4	0	4
C052	RN	1,2	2,4	0,9	0,9	0	0	0	0	0
C058	RN	3,3	4	1	5,3	2,3	2	4	2	12
C044	A	7,6	4,8	10	6,9	8,2	0	0	0	0
C037	RN	4,9					0	0	0	0
C198	A	6,7	7,46	3	7,1	6,15	2	3	2	4
C125	A	7,9	8,01	6,64	5,55	9,86	0	6	4	4
C100	RN	3,2	5,4	6,1	2,7	3,4	0	11	6	2
C369	A	9,7	8,8	8,5	10	10	0	0	0	0
C370	A	10	9,8	9	10	10	0	0	0	2
C100	A	6,9	7,8	7,3	4,6	7,7	0	0	2	0
C067	A	6,3	2,5	2,1	7	9,6	0	0	2	2
C371	C	0					0	0	0	0
C372	C	0					0	0	0	0
C373	C	0					0	0	0	0
C111	C	0					0	0	0	0
C374	C	0					0	0	0	0
C375	C	0					0	0	0	0
C013	A	7,4	9	7,5	5,5	7,5	0	0	0	0
C061	RN	4,5	1,5	3,1	2,2	9	0	0	2	0
C062	C	0					0	0	0	0
C106	RN	5,6	5,1	3,1	6,2	5	0	0	0	0
C126	A	6,1	7	7	4,5	6	1	3	3	0
C069	C	0					0	0	0	0
C070	C	0					4	0	0	0
C068	A	6,5	4,1	6,6	7,5	5,5	0	6	8	4
C061	A	7,3	8,58	6,85	6,08	7,5	6	0	2	2
C062	RN	4,2	1,85	4,82	4,32	3,8	6	0	0	2
C106	A	6,1	5,6	4,24	5,56	6,77	12	4	8	6
C069	RN	1,5	1,2	3	0,6	1	8	8	14	4
C070	A	7,8	6,2	7,9	9,52	7,68	12	0	4	2
C074	A	6,94	7,5	6,84	5,35	8,04	4	2	2	0
C075	RN	4,68	6,6	4	4,8	2,5	4	2	2	2
C117	RN	5,5	2,4	6,4	4,9	8,2	8	0	4	4
C091	A	7,4	4,33	6,88	9	8,5	4	0	0	0
C330	A	8,1	8,11	8,25	8,95	7,2	2	0	2	8
C078	RN	0,7	0	3,04	0	0	0	0	0	0
C085	A	7,9					0	0	0	0
C029	A	A				A	8	0	0	0
C082	A	6,01	5,46	6,56			10	0	0	0
C331	A	6,4	6,37	6,6			4	4	0	0
C250	A	7,1	7,7	6,5			8	12	0	0
C190	A	7,4	6,8	7,92			0	4	0	0
C089	A	8,9	7,9	10			0	0	0	0
C254	A	8,9	8,8	9			0	4	0	0
C195	A	7,2	4,4	10			0	4	0	0
C090	RN	5,6	5,5	5,6			0	0	0	0
C255	M						0	0	0	0
C277	M						0	0	0	0
C078	M						0	0	0	0
C118	M						0	0	0	0
C004	D	7,6					0	0	0	0
C131	D	9,7					0	0	0	0
C008	D	5,7					0	0	0	0
C166	D	6,8					0	0	0	0
C003	A	7,8	7,7	6,8	8,4	7,4	0	0	0	0
C160	RN	4,1	5,6	7	5,3	7,5	0	0	0	0
C057	A	7,4	5	7,8	7,5	8,3	0	0	0	0
C180	A	7,2	5,7	6,5	8,7	6,9	0	0	0	0
C007	C						0	0	0	0
C121	A	8,8					0	0	0	0
C123	A	9,2	9,4	9,5	8	8,7	0	0	0	0
C128	A	8,1	7,6	9	6	9,1	0	0	0	0
C122	A	7,9	8,3	8,8	4,5	9	0	0	0	0
C132	A	8,6	10	7,5	8,2	7,6	0	0	0	0
C133	A	8,3	9,3	6,8	7,6	8,6	0	0	0	0
C140	A	9,1	9,3	7,6	9,5	9,5	0	0	0	0
C134	A	7,4	7	6,9	8,7	6	0	0	0	0
C135	A	7,5	4,5	9,6	6,5	8,3	0	0	0	0
C136	A	7	6,7	7	5,2	7,8	0	0	0	0
C137	A	7,9	7,4	8,4	6	8,5	0	0	0	0
C138	A	7,3	8,4	6	5,7	8,1	0	0	0	0
C139	A	7,2	4,6	4,7	9,8	9	0	0	0	0
C141	RF	0					0	0	0	0
C146	A	8,7	7	8,9	9	9	0	0	0	0
C149	A	7	3	6,7	8,3	10	0	0	0	0
C342	A	8,1	7,1	7,4	10	7,4	0	0	0	0
C145	A	8,7	8,4	7,9	9,5	8,2	0	0	0	0
C147	A	9,2	9	9	9	9,5	0	0	0	0
C148	A	9	8,5	8	9,5	9,5	0	0	0	0
C150	A	8,1	8,3	8,3	6,5	8,5	0	0	0	0
C151	A	8,1	7,5	7,6	8,6	8	0	0	0	0
C046	A	7,9				7,9	0	0	0	0
C011	A	7,1	8,1	6,7	6,5	6,5	0	0	0	0
C141	A	0					0	0	0	0
C143	A	8	8,5	9,5	7,8	6,5	12	2	2	8
C130	A	8,6					0	0	0	0
C004	A	8,1	5,7	7	10	9,2	0	0	0	0
C006	A	9,5	10	8,8	9,6	8,2	0	0	0	0
C007	A	8,3	8,2	6,5	9,4	7,7	0	0	0	0
C012	A	8,2	8,7	6,7	10	6,1	0	0	0	0
C053	A	8,5	8	7,4	8,6	10	0	0	0	0
C004	A	5	4,8	5	5,2	6,1	0	0	2	0
C006	A	6,9	7,5	7	6,5	5	0	4	2	2
C007	A	5,9	5,8	4,1	4,1	4,7	2	0	0	2
C042	A	7,4	9,68	5,35	7,87	6,85	0	0	0	0
C012	A	7	5,9	6,5	7,5	5,8	0	0	4	2
C053	A	8,2	8,5	7,5	7,5	8	4	4	4	4
C054	A	7	9,5	6,4	5,2	7,2	0	0	0	0
C056	A	8,3	7	7	9,3	10	0	0	0	0
C055	A	8,6	8,7	8,5	9	7	0	0	0	0
C177	RN	1,5					0	0	0	0
C057	A	7	5,8	8,8	7,5	5,2	0	4	2	6
C052	RN	4,1	6,7	2,6	8,6	5,9	0	2	0	0
C058	A	7	6,1	4	8	10	0	4	0	0
C044	A	5,8	7	5,1	6,5	5,6	0	0	0	0
C037	A	9,3					0	0	0	0
C059	A	7	3,8	4,5	9,7	9	0	0	0	0
C043	A	8,1					0	0	0	0
C013	RN	4,5	2,4	5,5	4,5	8,3	0	0	0	0
C061	A	7	7	7	7,3	6,8	0	2	0	0
C062	A	5	6	6	6	6	0	0	0	0
C106	A	7	7,5	5,6	7,1	7,8	0	0	0	0
C063	RN	3,6	4	5,2	6,5	7,6	0	2	4	4
C064	RN	4,4	5,8	8,7	4,3	2,8	6	4	4	2
C066	A	5,5	5,6	3,2	3,6	5,3	2	0	6	4
C067	RF	1,6	1,9	4,6	0	0	4	12	34	34
C013	A	7,6	8,8	7,1	6,5	8	0	0	0	0
C107	RN	4,7	7	2	4,7	5	0	0	0	0
C029	A	A				A	0	0	0	0
C018	A	6	6	6,3	5	6,8	2	4	0	8
C032	RN	5,3	3	7,3	3	8	2	0	0	0
C108	RN	3	6,7	2,5	1,8	1,1	0	4	0	0
C067	RF	0,7	2,1	0,6	0	0	10	10	12	12
C069	RN	5,4	4,4	4,2	7,9	5,2	8	6	2	12
C110	RN	3	4	3	3	2	0	0	0	0
C070	RN	3,3	4,3	5,5	1,6	1,4	0	0	4	22
C032	RN	4,3	3	7,3	3	8	0	4	2	6
C364	A	9	8	8,5	10	9,4	4	0	6	0
C067	A	6,6	7,6	2,5	6,8	3	2	0	0	0
C069	RN	4,4	2,7	3,2	5,4	6,4	6	10	8	10
C070	A	6,1	7,02	5,04	4,52	4,98	6	8	8	6
C337	RN	5,3	1,64	3,68	5,12	7,1	0	2	4	0
C016	RN	3,1	4	7,09	1,4	0	2	4	6	8
C376	C	0	0	0	0	0	0	0	0	0
C074	RN	5,39	5,74	5,6	2,84	7,35	2	2	8	8
C188	RN	3,8	6,04	0	2,4	6,75	6	6	2	4
C075	RN	1,25	0,8	1,8	0	0	2	6	10	4
C255	RN	3,69	4,38	2,4	3,15	0	2	2	6	4
C117	RN	0	0	0	0	0	18	22	30	40
C076	C	0					4	0	0	0
C078	RN	5	3,04	6,64	4,8	5,6	0	0	0	0
C079	C	0	0	0			2	0	0	0
C085	A	6,55					0	0	0	0
C032	RN	3,5	2,48	4,98	3,75	1,04	13	8	6	10
C004	RN	3,1	3,8	4,9	6	5,7	0	2	0	0
C006	A	5,3	7	4	5	3,5	0	8	12	0
C007	RN	3,5	4,4	2,4	3,4	4,4	2	2	10	10
C042	A	7,1	7,35	6	8,11	5,75	0	0	0	0
C012	RN	2,8	3,5	5,1	6	1,6	0	4	2	6
C053	A	7,4	9	7	5	7,5	4	4	2	4
C054	A	7,3	8,1	7,5	5,6	8,2	0	0	0	0
C056	A	7,1	6,1	6,4	6,2	10	0	0	0	0
C055	A	7,6	7,5	6,3	7,4	8	0	0	2	1
C177	RN	1,4					0	0	0	0
C057	RN	2,1	0,6	6	5,5	4	4	8	10	8
C052	RN	2,6	6,1	3,4	8,1	1,8	0	0	0	0
C058	RN	2,8	3,6	3	3,5	0	0	8	14	32
C044	RN	2,5	4,5	5	7	2,1	0	0	0	0
C037	A	7,3					0	0	0	0
C059	A	7,5	7,4	6,5	8,2	6,5	0	0	0	0
C043	A	8,8					0	0	0	0
C125	A	5	5,19	5,62	4	6,39	4	3	0	0
C067	C	2,2	4,4	4,4			2	8	6	0
C101	C	0,8	0	3,5			2	16	0	0
C186	C	0,8	0,4	3			0	5	0	0
C066	C	0,8	0	3,2			6	13	3	0
C198	RN	4,2	6,5	0,6	1,8	2,6	4	10	6	8
C100	RN	1,6	4,4	0,7			0	4	0	12
C126	RN	5,1	9,5	3,5		3	2	2	4	2
C068	RN	4,3	5,1	4,6	3,4	3,9	2	3	10	6
C012	RN	2,8	4	5,1	5,1	5,3	0	2	0	0
C053	A	5,8	4	3	3,5	5	0	0	0	0
C054	RN	4,9	4,8	6,4	5,7	4,5	0	0	0	0
C056	RN	4	1,3	7,6	5,2	10	0	0	0	0
C055	A	7,2	7,4	7,6	5,7	7,5	0	0	1	0
C004	RN	2,5	4,7	3	5,9	4,6	0	2	0	0
C006	RN	2,1	2	0,5	3,5	1,5	0	2	2	0
C007	RN	2,3	2,4	1,9	1,1	2,4	0	2	4	10
C042	RN	3,4	2,8	4,75	5,87	4,05	0	0	0	0
C177	RN	0,9					0	0	0	0
C095	A	5	7,5	2	2	5	0	0	2	2
C096	RN	1,2	0,5	2,2	1,4	0	0	6	6	15
C098	RN	2,8	4,6	3,9	3	2,7	0	9	22	6
C100	RN	3,5	3	3,4	0,1	0	2	0	4	0
C099	C	0,3	1,4	0			0	2	0	0
C054	A	9,4	9,7	9,2			0	0	0	0
C055	A	8,9	8,8	9			0	0	0	0
C021	A	9,3	9,3				0	0	0	0
C024	A	8,6			8,6		0	0	0	0
C377	RN	4,6			4,6		0	0	0	0
C038	RN	5				5	0	0	0	0
C042	A	8,3	7,6	7,6			0	0	0	0
C056	A	8,6	7,3	9			0	0	0	0
C057	A	9,4	9,8	7,8	10	9,2	0	0	0	0
C052	A	8,5	7,9	7,8	8,8	8,6	0	0	0	0
C058	A	8,9	9,1	8,2	8,3	10	0	0	0	0
C044	A	9,6	9,7	10	8,9	8,7	0	0	0	0
C059	A	8,9	9,7	8,7	9,4	7	0	0	0	0
C037	A	8,4	8,2	8,6			0	0	0	0
C027	RN	2,3	2,3				0	0	0	0
C039	RN	0	0				0	0	0	0
C043	A	8,6	9	8,3			0	0	0	0
C013	A	9,8	9,5	10	9,8	10	2	2	0	0
C014	A	9,7	9,8	9,6	9,5	8,5	2	4	2	0
C015	A	9,4	8,9	9	10	10	0	4	6	0
C016	A	10	10	10	10	9,5	0	0	0	0
C017	A	9,5	8,8	10	9,3	10	2	8	0	2
C018	A	9,4	8,7	10	9,2	8,4	2	0	0	0
C019	A	8,8	8,3	9,6	10	6,2	0	6	8	4
C224	RN	0	0				0	0	0	0
C185	RN	0	0				0	0	0	0
C029	A	10					0	0	0	0
C030	A	9,1	9,6	9,5	8,5	9	0	0	0	0
C031	A	9,6	10	10	10	8,5	0	0	2	0
C032	A	8,3	8,5	8,3	6,5	10	4	6	8	6
C033	A	8,5	9	7,5	9,5	8	2	2	4	2
C034	A	9,4	10	8,2	9,5	10	4	10	2	8
C035	A	8,1	8,9	9,5	6,8	7,3	0	0	0	0
C036	A	9,8	10	9,5	10	10	0	0	0	0
C045	A	10	10	10	10	10	6	2	0	0
C046	A	9,1				9,1	2	0	0	0
C047	A	7,4	5,2	8,2	8,1	8,3	4	4	3	1
C049	A	8,1	7,8	10	7,5	7,1	12	4	2	0
C048	A	8,6	7,2	10	8,5	9	4	2	5	1
C001	D	7,2					0	0	0	0
C153	D	7,5					0	0	0	0
C004	RN	2,6	2,4	3,1	8,3	4	0	0	0	0
C006	A	5	5	6,5	3,5	6	0	2	0	0
C007	RN	3,5	5	1,5	3,6	2,4	0	0	2	6
C042	A	6,3	2,7	6,5	6,97	4,7	0	0	0	0
C012	RN	3,9	4,8	4,9	6	4,1	0	0	2	2
C053	A	7,1	7,5	7	4	10	2	2	0	0
C054	A	6,3	4,2	6,6	6,4	7,3	0	0	0	0
C056	A	7,5	5,9	6,6	7,8	10	0	0	0	0
C055	A	7,9	7,3	7,4	8,2	8	0	0	0	0
C177	RN	0,8					0	0	0	0
